"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Exclude","Descendants","Mapped"
"1","Source codes for type 1 diabetes mellitus","1567940","E10","Type 1 diabetes mellitus","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567950","E10.5","Type 1 diabetes mellitus with circulatory complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45561948","E10.44","Type 1 diabetes mellitus with diabetic amyotrophy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567952","E10.61","Type 1 diabetes mellitus with diabetic arthropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45533017","E10.43","Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45552382","E10.36","Type 1 diabetes mellitus with diabetic cataract","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45547621","E10.22","Type 1 diabetes mellitus with diabetic chronic kidney disease","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45600639","E10.620","Type 1 diabetes mellitus with diabetic dermatitis","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200193","E10.37","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200196","E10.37X3","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200195","E10.37X2","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200194","E10.37X1","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200197","E10.37X9","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45576439","E10.41","Type 1 diabetes mellitus with diabetic mononeuropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45552379","E10.21","Type 1 diabetes mellitus with diabetic nephropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45576440","E10.610","Type 1 diabetes mellitus with diabetic neuropathic arthropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45600638","E10.40","Type 1 diabetes mellitus with diabetic neuropathy, unspecified","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45542737","E10.52","Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45547622","E10.51","Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45595795","E10.42","Type 1 diabetes mellitus with diabetic polyneuropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45605398","E10.621","Type 1 diabetes mellitus with foot ulcer","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45533018","E10.65","Type 1 diabetes mellitus with hyperglycemia","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567955","E10.64","Type 1 diabetes mellitus with hypoglycemia","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45552383","E10.641","Type 1 diabetes mellitus with hypoglycemia with coma","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","35206877","E10.640","Type 1 diabetes mellitus with hypoglycemia without coma","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45600640","E10.649","Type 1 diabetes mellitus with hypoglycemia without coma","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567941","E10.1","Type 1 diabetes mellitus with ketoacidosis","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45557110","E10.11","Type 1 diabetes mellitus with ketoacidosis with coma","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45600636","E10.10","Type 1 diabetes mellitus with ketoacidosis without coma","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567942","E10.2","Type 1 diabetes mellitus with kidney complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567945","E10.32","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45595793","E10.321","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200143","E10.3213","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200142","E10.3212","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200141","E10.3211","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200144","E10.3219","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45591026","E10.329","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200147","E10.3293","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200146","E10.3292","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200145","E10.3291","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200148","E10.3299","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567946","E10.33","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45561947","E10.331","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200151","E10.3313","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200150","E10.3312","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200149","E10.3311","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200152","E10.3319","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45605397","E10.339","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200155","E10.3393","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200154","E10.3392","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200153","E10.3391","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200156","E10.3399","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567949","E10.4","Type 1 diabetes mellitus with neurological complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567943","E10.3","Type 1 diabetes mellitus with ophthalmic complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567954","E10.63","Type 1 diabetes mellitus with oral complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45581349","E10.59","Type 1 diabetes mellitus with other circulatory complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45537960","E10.618","Type 1 diabetes mellitus with other diabetic arthropathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45600637","E10.29","Type 1 diabetes mellitus with other diabetic kidney complication","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45586138","E10.49","Type 1 diabetes mellitus with other diabetic neurological complication","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45576438","E10.39","Type 1 diabetes mellitus with other diabetic ophthalmic complication","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45547623","E10.638","Type 1 diabetes mellitus with other oral complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45566729","E10.628","Type 1 diabetes mellitus with other skin complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45581350","E10.622","Type 1 diabetes mellitus with other skin ulcer","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45547624","E10.69","Type 1 diabetes mellitus with other specified complication","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567951","E10.6","Type 1 diabetes mellitus with other specified complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","35206879","E10.9","Type 1 diabetes mellitus without complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45557111","E10.630","Type 1 diabetes mellitus with periodontal disease","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567948","E10.35","Type 1 diabetes mellitus with proliferative diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200179","E10.354","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200182","E10.3543","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200181","E10.3542","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200180","E10.3541","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200183","E10.3549","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45576437","E10.351","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200167","E10.3513","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200166","E10.3512","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200165","E10.3511","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200168","E10.3519","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45571654","E10.359","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200191","E10.3593","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200190","E10.3592","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200189","E10.3591","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200192","E10.3599","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200169","E10.352","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200172","E10.3523","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200171","E10.3522","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200170","E10.3521","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200173","E10.3529","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200174","E10.353","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200177","E10.3533","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200176","E10.3532","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200175","E10.3531","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200178","E10.3539","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567947","E10.34","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45595794","E10.341","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200159","E10.3413","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200158","E10.3412","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200157","E10.3411","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200160","E10.3419","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45537958","E10.349","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200163","E10.3493","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200162","E10.3492","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200161","E10.3491","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200164","E10.3499","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567953","E10.62","Type 1 diabetes mellitus with skin complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200184","E10.355","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200187","E10.3553","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200186","E10.3552","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200185","E10.3551","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","37200188","E10.3559","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","35206878","E10.8","Type 1 diabetes mellitus with unspecified complications","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","1567944","E10.31","Type 1 diabetes mellitus with unspecified diabetic retinopathy","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45552381","E10.311","Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema","Condition","ICD10CM","N","false","false","false"
"1","Source codes for type 1 diabetes mellitus","45542736","E10.319","Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","44831389","648.83","Abnormal glucose tolerance of mother, antepartum condition or complication","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","44823246","648.8","Abnormal glucose tolerance of mother, complicating pregnancy, childbirth, or the puerperium","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","44823247","648.82","Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","44822104","648.81","Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","44831390","648.84","Abnormal glucose tolerance of mother, postpartum condition or complication","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","44829117","648.80","Abnormal glucose tolerance of mother, unspecified as to episode of care or not applicable","Condition","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","1571690","O24.4","Gestational diabetes mellitus","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","1571692","O24.42","Gestational diabetes mellitus in childbirth","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","37200978","O24.425","Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45539106","O24.420","Gestational diabetes mellitus in childbirth, diet controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45563059","O24.424","Gestational diabetes mellitus in childbirth, insulin controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45582460","O24.429","Gestational diabetes mellitus in childbirth, unspecified control","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","1571691","O24.41","Gestational diabetes mellitus in pregnancy","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","37200977","O24.415","Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45553483","O24.410","Gestational diabetes mellitus in pregnancy, diet controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45582459","O24.414","Gestational diabetes mellitus in pregnancy, insulin controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45558215","O24.419","Gestational diabetes mellitus in pregnancy, unspecified control","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","37200979","O24.435","Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","1571693","O24.43","Gestational diabetes mellitus in the puerperium","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45572770","O24.430","Gestational diabetes mellitus in the puerperium, diet controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45582461","O24.434","Gestational diabetes mellitus in the puerperium, insulin controlled","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","45592198","O24.439","Gestational diabetes mellitus in the puerperium, unspecified control","Condition","ICD10CM","N","false","false","false"
"2","Source codes for gestational diabetes","44829590","V12.21","Personal history of gestational diabetes","Observation","ICD9CM","N","false","false","false"
"2","Source codes for gestational diabetes","45600362","Z86.32","Personal history of gestational diabetes","Observation","ICD10CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44836914","250.00","Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44836915","250.02","Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44836916","250.20","Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44824073","250.22","Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44829878","250.10","Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44824072","250.12","Diabetes with ketoacidosis, type II or unspecified type, uncontrolled","Condition","ICD9CM","N","false","false","false"
"3","Source codes for Type 2 diabetes mellitus","44828795","250.60","Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled","Condition","ICD9CM","N","false","false","false"
