"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"3","Chronic lower respiratory disease","46273462","10676431000119103","Acute severe exacerbation of moderate persistent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45769351","707980005","Acute severe exacerbation of moderate persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269785","10676511000119109","Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46274059","10675471000119109","Acute severe exacerbation of severe persistent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45769350","707979007","Acute severe exacerbation of severe persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269771","10675551000119104","Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37116845","733858005","Acute severe refractory exacerbation of asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4008725","111849006","Adenoviral bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4322815","71255007","Adenoviral laryngotracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4199450","51068008","Adult bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4191479","389145006","Allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45766728","703954005","Allergic asthma due to Dermatophagoides farinae","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45766727","703953004","Allergic asthma due to Dermatophagoides pteronyssinus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4271333","63088003","Allergic asthma without status asthmaticus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4233477","405720007","Allergic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","40482019","445058002","Aspergillus bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269801","10692681000119108","Aspirin exacerbated respiratory disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4250128","407674008","Aspirin-induced asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","317009","195967001","Asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4211530","56968009","Asthma caused by wood dust","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46274062","10692761000119107","Asthma-chronic obstructive pulmonary disease overlap syndrome","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45772073","10742121000119104","Asthma in mother complicating childbirth","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42535716","72301000119103","Asthma in pregnancy","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4233784","405944004","Asthmatic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","252942","233691007","Asthmatic pulmonary eosinophilia","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","43530745","401000119107","Asthma with irreversible airway obstruction","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4206340","55570000","Asthma without status asthmaticus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4148124","266356006","Atrophic (senile) emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4143474","34015007","Bakers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4075237","225057002","Brittle asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4321845","70756004","Bronchial atresia with segmental pulmonary emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","256449","12295008","Bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4052553","233632003","Bronchiectasis due to toxic aspiration","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050877","233633008","Bronchiectasis due to toxic inhalation","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42538810","762618008","Bronchiolitis obliterans syndrome due to and after lung transplantation","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37161191","1177120001","Bronchiolitis obliterans syndrome due to and following allogeneic stem cell transplant","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","256451","32398004","Bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3655116","846638002","Bronchitis caused by chemical fumes","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","756031","OMOP4873909","Bronchitis caused by COVID-19","Disorder","Condition","OMOP Extension"
"3","Chronic lower respiratory disease","3655117","846639005","Bronchitis caused by vapors","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37206138","785744001","Bronchitis co-occurrent with acute wheeze","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37206131","785737005","Bronchitis co-occurrent with chronic wheeze","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37203939","785728005","Bronchitis co-occurrent with wheeze","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46273460","10625791000119101","Bronchitis due to chemical","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4145496","266355005","Bullous emphysema with collapse","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4232302","89549007","Catarrhal bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4286497","68328006","Centriacinar emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4225553","404806001","Cheese-makers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4245676","92807009","Chemical-induced asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4051466","233678006","Childhood asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4049259","12310001","Childhood bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4230358","89099002","Chronic allergic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","256448","195949008","Chronic asthmatic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","44810117","866881000000101","Chronic asthma with fixed airflow obstruction","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","255841","63480004","Chronic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37206130","785736001","Chronic bronchitis co-occurrent with wheeze","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4110048","195957006","Chronic bullous emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4112836","196026004","Chronic emphysema due to chemical fumes","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3654571","836477007","Chronic emphysema due to vapor","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4166517","47938003","Chronic obliterative bronchiolitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3654836","840350008","Chronic obliterative bronchiolitis due to chemical fumes","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3654837","840351007","Chronic obliterative bronchiolitis due to vapor","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269802","10692721000119102","Chronic obstructive asthma co-occurrent with acute exacerbation of asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","255573","13645005","Chronic obstructive lung disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4110056","196001008","Chronic obstructive pulmonary disease with acute lower respiratory infection","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3655115","846637007","Chronic pulmonary fibrosis caused by chemical vapors","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3655113","846635004","Chronic respiratory condition caused by vapors","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37116690","733497009","Chronic suppuration of bronchus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4200851","52571006","Chronic tracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4119300","233687002","Colophony asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4166508","47895001","Congenital emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4281815","66987001","Congenital lobar emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","313236","409663006","Cough variant asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4306635","83457000","Cylindrical bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4217558","41553006","Detergent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4244339","93432008","Drug-induced asthma","Disorder","Observation","SNOMED"
"3","Chronic lower respiratory disease","605066","1010333003","Emphysema of left lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","605067","1010334009","Emphysema of right lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","259043","57686001","Emphysematous bleb of lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","258780","185086009","Emphysematous bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4046986","135836000","End stage chronic obstructive airways disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","765431","451981000124108","Eosinophilic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42538744","762521001","Exacerbation of allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","36684335","782520007","Exacerbation of allergic asthma due to infection","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","1340255","OMOP5165910","Exacerbation of asthma","Disorder","Condition","OMOP Extension"
"3","Chronic lower respiratory disease","618954","879963005","Exacerbation of bronchiectasis caused by infection","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4138760","425969006","Exacerbation of intermittent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768911","707445000","Exacerbation of mild persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45772937","707446004","Exacerbation of moderate persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768912","707447008","Exacerbation of severe persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","443801","31387002","Exercise-induced asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768908","707440005","Exercise induced bronchospasm","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4309350","84409004","Fetid chronic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4027836","13217005","Fusiform bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050961","16003001","Giant bullous emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4249017","73414003","Haemophilus influenzae laryngotracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4123253","233683003","Hay fever with asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4246105","60805002","Hemolytic anemia with emphysema AND cutis laxa","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37169809","1163489008","Human metapneumovirus bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4052550","233629001","Idiopathic bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","312950","424643009","IgE-mediated allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42889535","10070295","Infective exacerbation of bronchiectasis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","605195","1010619008","Inflammatory tracheobronchial papilloma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","761844","16055311000119107","Inhaled steroid-dependent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37310241","10674991000119104","Intermittent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4141978","427603009","Intermittent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46270030","125021000119107","Intermittent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46270322","1741000119102","Intermittent asthma uncontrolled","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4145497","266361008","Intrinsic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","252658","12428000","Intrinsic asthma without status asthmaticus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4225554","404808000","Isocyanate induced asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4173466","42402006","Kartagener syndrome","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4312602","85915003","Laryngotracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4119298","233679003","Late onset asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","35609846","1086701000000102","Life threatening acute exacerbation of allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42536207","734904007","Life threatening acute exacerbation of asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","35609847","1086711000000100","Life threatening acute exacerbation of intrinsic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4057952","19849005","Meat-wrappers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4155468","370218001","Mild asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4196712","313296004","Mild chronic obstructive pulmonary disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4146581","427679007","Mild intermittent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269776","10675871000119106","Mild persistent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4143828","426979002","Mild persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46270029","125011000119100","Mild persistent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4022592","11641008","Millers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4110051","195977004","Mixed asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4112826","195953005","Mixed simple and mucopurulent chronic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42536208","734905008","Moderate acute exacerbation of asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4155469","370219009","Moderate asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4193588","313297008","Moderate chronic obstructive pulmonary disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269784","10676391000119108","Moderate persistent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4142738","427295004","Moderate persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46273454","125001000119103","Moderate persistent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","257905","74417001","Mucopurulent chronic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4320830","95886009","Mycoplasmal tracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37206717","786836003","Near fatal asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4309833","423889005","Non-IgE mediated allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050876","233630006","Obstructive bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4056405","16846004","Obstructive emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4155470","370220003","Occasional asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4212099","57607007","Occupational asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4172303","49691004","Occupational bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37109103","16584951000119101","Oral steroid-dependent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4177944","4981000","Panacinar emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4099911","27475006","Parainfluenza virus bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4146838","35377009","Parainfluenza virus laryngotracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4136683","31898008","Paraseptal emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","764677","5281000124103","Persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","764949","901000119100","Persistent asthma, well controlled","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4204998","53926002","Plastic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3655816","870276004","Plastic bronchitis after cardiac procedure","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4232595","404804003","Platinum asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4233924","40600002","Pneumococcal bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4112671","195985008","Post-infective bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050878","233634002","Post-lung transplantation bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37017003","713175006","Postoperative bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4080516","18041002","Printers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42536541","735465007","Protracted bronchitis caused by bacterium","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","261325","87433001","Pulmonary emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45769389","708030004","Pulmonary emphysema co-occurrent with fibrosis of lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050732","233674008","Pulmonary emphysema in alpha-1 PI deficiency","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4105601","29591002","Purulent bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4049242","232430006","Recurrent allergic croup","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4110637","195984007","Recurrent bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46270340","22951000119104","Recurrent croup","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4195736","79479005","Respiratory syncytial virus bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4218289","72204002","Respiratory syncytial virus laryngotracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4315386","86680006","Ruptured emphysematous bleb of lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4203619","52500008","Saccular bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050734","233677001","Scar emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","40483397","445427006","Seasonal asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4110635","195958001","Segmental bullous emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4279922","65878001","Septic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4152913","370221004","Severe asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37208352","1103911000000103","Severe asthma with fungal sensitisation","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4209097","313299006","Severe chronic obstructive pulmonary disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37108580","10675391000119101","Severe controlled persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46269770","10675431000119106","Severe persistent allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4145356","426656000","Severe persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46270028","124991000119109","Severe persistent asthma co-occurrent with allergic rhinitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","37108581","10675751000119107","Severe uncontrolled persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","261889","61937009","Simple chronic bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","46273635","2360001000004109","Steroid dependent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4270139","36426008","Subacute bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4120261","233688007","Sulfite-induced asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4301938","418395004","Tea-makers' asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","3661412","829976001","Thunderstorm asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4050733","233675009","Toxic emphysema","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4052552","233631005","Toxin-induced bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4028970","13617004","Tracheobronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768962","707509000","Tracheobronchitis due to Aspergillus","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4078695","19325002","Traction bronchiectasis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42539549","735588005","Uncomplicated allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768910","707444001","Uncomplicated asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768963","707511009","Uncomplicated mild persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768964","707512002","Uncomplicated moderate persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","42536649","735589002","Uncomplicated non-allergic asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","45768965","707513007","Uncomplicated severe persistent asthma","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4163244","45145000","Unilateral emphysema","Context-dependent","Observation","SNOMED"
"3","Chronic lower respiratory disease","4083395","23958009","Vanishing lung","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","44791725","293991000000106","Very severe chronic obstructive pulmonary disease","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4058712","16146001","Viral bronchitis","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4245292","59786004","Weavers' cough","Disorder","Condition","SNOMED"
"3","Chronic lower respiratory disease","4112828","195959009","Zonal bullous emphysema","Disorder","Condition","SNOMED"
"4","Respiratory disease","4025165","196112005","Abscess of lung with pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","4267135","61884008","Achromobacter pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","4112822","195908008","Actinomycotic pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","46270510","35031000119100","Acute aspiration pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","4048517","123587001","Acute bronchopneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","605225","1010650005","Acute endogenous lipoid pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","45768997","707552000","Acute exogenous lipoid pneumonia","Disorder","Condition","SNOMED"
"4","Respiratory disease","46273719","709110009","Acute hypercapnic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","46269690","101301000119106","Acute hypercapnic respiratory failure due to obstructive sleep apnea","Disorder","Condition","SNOMED"
"4","Respiratory disease","42539533","735386008","Acute hypoxemic and hypercapnic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","46271075","709111008","Acute hypoxemic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","3655976","870590002","Acute hypoxemic respiratory failure due to COVID-19","Disorder","Condition","SNOMED"
"4","Respiratory disease","36716978","7361000175106","Acute on chronic hypercapnic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","35615340","20091000175107","Acute on chronic hypoxemic and hypercapnic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","37016114","10672271000119100","Acute on chronic hypoxemic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","312940","67905004","Acute-on-chronic respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","765888","10762071000119109","Acute-on-chronic respiratory failure following trauma","Disorder","Condition","SNOMED"
"4","Respiratory disease","4082065","240741002","Acute pulmonary African histoplasmosis","Disorder","Condition","SNOMED"
"4","Respiratory disease","319049","65710008","Acute respiratory failure","Disorder","Condition","SNOMED"
"4","Respiratory disease","4266019","397767007","Acute respiratory failure requiring reintubation","Disorder","Condition","SNOMED"
