"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"0","Inpatient or inpatient ER visit","0","OPERATING ROOM","OPERATING ROOM",,,"JNJ_OPTUM_EHR_VISIT"
"0","Inpatient or inpatient ER visit","0","DELIVERY ROOM","DELIVERY ROOM",,,"JNJ_OPTUM_EHR_VISIT"
"0","Inpatient or inpatient ER visit","0","PEDIATRIC UNIT","PEDIATRIC UNIT",,,"JNJ_OPTUM_EHR_VISIT"
"0","Inpatient or inpatient ER visit","0","MEDICAL OR SURGICAL UNIT","MEDICAL OR SURGICAL UNIT",,,"JNJ_OPTUM_EHR_VISIT"
"0","Inpatient or inpatient ER visit","0","Inpatient","Inpatient",,,"JNJ_OPTUM_EHR_VISIT"
"0","Inpatient or inpatient ER visit","0","980980993560000","PF PROLONGED SERVICE 1ST HR I/P",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980980993570000","PF PROLONGED SERVICE ADDL 30 MIN I/P",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980988992550000","PF INPATIENT CONSULT HOSPITAL COMPLEX",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980988992520000","PF INPATIENT CONSULT HOSPITAL EXPANDED",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980988992530000","PF INPATIENT CONSULT HOSPITAL DETAILED",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980988992540000","PF INPATIENT CONSULT HOSPITAL COMPREHENSIVE",,,"JNJ_PMR_PROC_CHRG_CD"
"0","Inpatient or inpatient ER visit","0","980988992510000","PF INPATIENT CONSULT HOSPITAL PROBLEM FOCUSED",,,"JNJ_PMR_PROC_CHRG_CD"
"3","Chronic lower respiratory disease","45548115","J44.9","Chronic obstructive pulmonary disease, unspecified","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45548118","J45.8","Mixed asthma","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45552889","J42","Unspecified chronic bronchitis","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45552890","J43.2","Centrilobular emphysema","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45557624","J45.0","Predominantly allergic asthma","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45557625","J45.1","Nonallergic asthma","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45562454","J43.8","Other emphysema","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45562456","J45.9","Asthma, unspecified","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45567264","J43.9","Emphysema, unspecified","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45572167","J40","Bronchitis, not specified as acute or chronic","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45586672","J43","Emphysema","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45755455","J41","Simple and mucopurulent chronic bronchitis","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45586671","J41.8","Mixed simple and mucopurulent chronic bronchitis","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45605888","J43.1","Panlobular emphysema","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45605889","J47","Bronchiectasis","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45576950","J43.0","MacLeod syndrome","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45591560","J46","Status asthmaticus","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45596282","J45","Asthma","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","45601131","J44.0","Chronic obstructive pulmonary disease with acute lower respiratory infection","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45601132","J44.1","Chronic obstructive pulmonary disease with acute exacerbation, unspecified","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45586673","J44.8","Other specified chronic obstructive pulmonary disease","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45543266","J41.0","Simple chronic bronchitis","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45543267","J41.1","Mucopurulent chronic bronchitis","ICD10 code","Condition","ICD10"
"3","Chronic lower respiratory disease","45543268","J44","Other chronic obstructive pulmonary disease","ICD10 Hierarchy","Condition","ICD10"
"3","Chronic lower respiratory disease","1569492","J47","Bronchiectasis","3-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569487","J44","Other chronic obstructive pulmonary disease","3-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45572172","J47.1","Bronchiectasis with (acute) exacerbation","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45572171","J45.998","Other asthma","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45572170","J45.22","Mild intermittent asthma with status asthmaticus","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45601134","J45.901","Unspecified asthma with (acute) exacerbation","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45572169","J45.21","Mild intermittent asthma with (acute) exacerbation","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569485","J41","Simple and mucopurulent chronic bronchitis","3-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45572168","J45.2","Mild intermittent asthma","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569486","J43","Emphysema","3-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45567266","J45.51","Severe persistent asthma with (acute) exacerbation","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45567265","J45.50","Severe persistent asthma, uncomplicated","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45562459","J47.9","Bronchiectasis, uncomplicated","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45562458","J47.0","Bronchiectasis with acute lower respiratory infection","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45562457","J45.909","Unspecified asthma, uncomplicated","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45557626","J45.42","Moderate persistent asthma with status asthmaticus","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45548117","J45.31","Mild persistent asthma with (acute) exacerbation","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45548116","J45.20","Mild intermittent asthma, uncomplicated","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45543270","J45.902","Unspecified asthma with status asthmaticus","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45543269","J45.41","Moderate persistent asthma with (acute) exacerbation","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45581860","J45.52","Severe persistent asthma with status asthmaticus","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45581859","J45.3","Mild persistent asthma","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45576952","J45.32","Mild persistent asthma with status asthmaticus","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569490","J45.90","Unspecified asthma","5-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208013","J40","Bronchitis, not specified as acute or chronic","3-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208014","J41.0","Simple chronic bronchitis","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208015","J41.1","Mucopurulent chronic bronchitis","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208016","J41.8","Mixed simple and mucopurulent chronic bronchitis","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208017","J42","Unspecified chronic bronchitis","3-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208018","J43.0","Unilateral pulmonary emphysema [MacLeod's syndrome]","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45591558","J45.4","Moderate persistent asthma","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45586675","J45.991","Cough variant asthma","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45586674","J45.990","Exercise induced bronchospasm","6-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208019","J43.1","Panlobular emphysema","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208020","J43.2","Centrilobular emphysema","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208021","J43.8","Other emphysema","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208022","J43.9","Emphysema, unspecified","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208023","J44.0","Chronic obstructive pulmonary disease with (acute) lower respiratory infection","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208024","J44.1","Chronic obstructive pulmonary disease with (acute) exacerbation","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","35208025","J44.9","Chronic obstructive pulmonary disease, unspecified","4-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569491","J45.99","Other asthma","5-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569488","J45","Asthma","3-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","786005","J44.8","Other specified chronic obstructive pulmonary disease","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","786007","J44.89","Other specified chronic obstructive pulmonary disease","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45601133","J45.40","Moderate persistent asthma, uncomplicated","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45576951","J45.30","Mild persistent asthma, uncomplicated","5-char billing code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","45591559","J45.5","Severe persistent asthma","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","1569489","J45.9","Other and unspecified asthma","4-char nonbill code","Condition","ICD10CM"
"3","Chronic lower respiratory disease","44829013","496","Chronic airway obstruction, not elsewhere classified","3-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44830114","491.9","Unspecified chronic bronchitis","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44830115","493.8","Other forms of asthma","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44831278","493.02","Extrinsic asthma with (acute) exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44831279","493.1","Intrinsic asthma","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44831280","493.20","Chronic obstructive asthma, unspecified","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44832421","491.0","Simple chronic bronchitis","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44832422","491.20","Obstructive chronic bronchitis without exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44832423","493.0","Extrinsic asthma","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44832424","493.91","Asthma, unspecified type, with status asthmaticus","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44833611","493.82","Cough variant asthma","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44834769","493.11","Intrinsic asthma with status asthmaticus","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44834770","494.0","Bronchiectasis without acute exacerbation","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44835980","491.8","Other chronic bronchitis","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44837134","491.1","Mucopurulent chronic bronchitis","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44837135","493.12","Intrinsic asthma with (acute) exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44837136","493.22","Chronic obstructive asthma with (acute) exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44829012","493.2","Chronic obstructive asthma","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44824289","493.10","Intrinsic asthma, unspecified","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44824288","493.01","Extrinsic asthma with status asthmaticus","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44829011","492","Emphysema","3-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44820887","490","Bronchitis, not specified as acute or chronic","3-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44820889","493.21","Chronic obstructive asthma with status asthmaticus","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44820888","491","Chronic bronchitis","3-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44829010","491.2","Obstructive chronic bronchitis","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44827823","494","Bronchiectasis","3-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44823144","493.92","Asthma, unspecified type, with (acute) exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44827822","492.0","Emphysematous bleb","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44826681","506.4","Chronic respiratory conditions due to fumes and vapors","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44826680","494.1","Bronchiectasis with acute exacerbation","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44826679","493.9","Asthma, unspecified","4-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44826678","493.81","Exercise induced bronchospasm","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44821988","493.90","Asthma, unspecified type, unspecified","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44824287","493.00","Extrinsic asthma, unspecified","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44826677","492.8","Other emphysema","4-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44821987","493","Asthma","3-dig nonbill code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44821986","491.21","Obstructive chronic bronchitis with (acute) exacerbation","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","44825474","491.22","Obstructive chronic bronchitis with acute bronchitis","5-dig billing code","Condition","ICD9CM"
"3","Chronic lower respiratory disease","37219793","10051011","Fibrinous bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219797","10064823","Asthmatic crisis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219798","10066091","Bronchial hyperreactivity","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219801","10006458","Bronchitis chronic","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219804","10009033","Chronic obstructive pulmonary disease","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219805","10049585","Infantile asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219809","10041961","Status asthmaticus","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219829","10014561","Emphysema","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219835","10025375","MacLeod's syndrome","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282492","10015649","Exercise induced asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282496","10064611","Hyperactive airway disease","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282505","10008841","Chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282508","10029977","Obstructive chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282523","10009025","Chronic obstruct airways disease","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282524","10009026","Chronic obstructive airways disease","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282525","10009027","Chronic obstructive airways disease exacerbated","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282526","10009032","Chronic obstructive lung disease","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282530","10010952","COPD","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282531","10010953","COPD exacerbation","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282617","10014563","Emphysema pulmonary","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37282621","10067808","Centrilobular emphysema","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","46276772","10077005","Asthma-chronic obstructive pulmonary disease overlap syndrome","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","46276568","10076515","Combined pulmonary fibrosis and emphysema","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","35104828","10065563","Eosinophilic bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","35306244","10010456","Congenital emphysema","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","35327446","10085549","Parainfluenzae viral bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36009684","10052613","Allergic bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36009700","10003553","Asthma","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36009701","10003559","Asthma late onset","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044968","10001705","Allergic asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044970","10003554","Asthma aggravated","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044971","10003555","Asthma bronchial","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044973","10003560","Asthma NOS","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044974","10003561","Asthma, unspecified","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044977","10003565","Asthmatic","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044978","10003566","Asthmatic attack","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044980","10003638","Atopic asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044982","10006450","Bronchitic asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044983","10006457","Bronchitis asthmatic","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044984","10009028","Chronic obstructive asthma (with obstructive pulmonary disease)","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044987","10015575","Exacerbation of asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044988","10015888","Extrinsic asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044990","10022847","Intrinsic asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044992","10049106","Asthma chronic","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044993","10049176","Asthma-like condition","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36044996","10063076","Cough variant asthma","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110245","10062487","Bronchitis pneumococcal","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110583","10006445","Bronchiectasis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110584","10006451","Bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110587","10056971","Infective exacerbation of chronic obstructive airways disease","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110712","10044314","Tracheobronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36110797","10044315","Tracheobronchitis mycoplasmal","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36111016","10053160","Bronchitis viral","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36146665","10060618","Hemophilus acute exacerbation of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36146667","10060624","Hemophilus influenza acute exacerbations of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36146669","10060628","Hemophilus parainfluenza acute exacerbations of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36147105","10035643","Pneumococcal acute exacerbation of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36147107","10042193","Streptococcus pneumoniae acute exacerbation of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36148473","10000743","Acute exacerbation of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36148475","10000950","Acute on chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36148476","10003568","Asthmatoid bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36148480","10006461","Bronchitis NOS","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","36148499","10029978","Obstructive chronic bronchitis with acute exacerbation","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","789407","10077773","Chronic obstructive pulmonary disease exacerbation","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","789516","10077901","End stage COPD","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","1198620","10081274","Childhood asthma","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","42889339","10070836","Occupational asthma","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","42889535","10070295","Infective exacerbation of bronchiectasis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","42889613","10069811","Respiratory syncytial virus bronchitis","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","42893697","10070975","Chronic obstructive bronchopneumopathy","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","42893708","10069913","Paraseptal emphysema","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","43009631","10082852","Bronchial asthma","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","43562178","10073787","Haemophilus influenza acute exacerbations of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","43562179","10073788","Haemophilus parainfluenza acute exacerbations of chronic bronchitis","LLT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37177738","10088066","Infective exacerbation of asthma","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","37219796","10003557","Asthma exercise induced","PT","Condition","MedDRA"
"3","Chronic lower respiratory disease","45612832","D001249","Asthma","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45612419","D059366","Asthma, Occupational","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45613609","D055963","Asthma, Aspirin-Induced","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","1181952","D000096823","Cough-Variant Asthma","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","908216","D000080445","Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45616948","D013224","Status Asthmaticus","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45617475","C535735","Congenital lobar emphysema","Suppl Concept","Condition","MeSH"
"3","Chronic lower respiratory disease","45618395","D029481","Bronchitis, Chronic","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45611628","D001987","Bronchiectasis","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45612223","D016535","Bronchial Hyperreactivity","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45611599","D001250","Asthma, Exercise-Induced","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45618877","D001991","Bronchitis","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45619286","D011656","Pulmonary Emphysema","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45610666","D007619","Kartagener Syndrome","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","45611133","D029424","Pulmonary Disease, Chronic Obstructive","Main Heading","Condition","MeSH"
"3","Chronic lower respiratory disease","1340255","OMOP5165910","Exacerbation of asthma","Disorder","Condition","OMOP Extension"
"3","Chronic lower respiratory disease","756031","OMOP4873909","Bronchitis caused by COVID-19","Disorder","Condition","OMOP Extension"
"3","Chronic lower respiratory disease","45466924","H331100","Intrinsic asthma with status asthmaticus","Read","Condition","Read"
"3","Chronic lower respiratory disease","45466925","H331111","Intrinsic asthma with asthma attack","Read","Condition","Read"
