"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Exclude","Descendants","Mapped"
"10","respiratory disease","253954","154283005","Pulmonary tuberculosis","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","255848","233604007","Pneumonia","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","256896","186178000","Tuberculosis of bronchus","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","257775","23022004","Tuberculous bronchiectasis","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","257907","19829001","Disorder of lung","Condition","SNOMED","S","true","false","false"
"10","respiratory disease","258335","90117007","Tuberculous fibrosis of lung","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","261774","186202007","Respiratory tuberculosis, not confirmed bacteriologically or histologically","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","318459","409623005","Respiratory insufficiency","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","4112824","195929004","Influenza with gastrointestinal tract involvement","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","4266367","6142004","Influenza","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","46269706","10624951000119108","Otitis media due to influenza","Condition","SNOMED","S","false","true","false"
"10","respiratory disease","255084","78895009","Congenital pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","317109","87317003","Respiratory arrest","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4173177","276536005","Respiratory insufficiency syndrome of newborn","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","313590","91581004","Perinatal respiratory failure","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","259992","429271009","Ventilator associated pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4195452","44549008","Aspiration pneumonia resulting from a procedure","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","45763749","700249006","Idiopathic interstitial pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4148529","35037009","Primary atypical interstitial pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4148486","309775007","Postprocedural respiratory failure","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4060429","199293005","Disease of the respiratory system complicating pregnancy, childbirth and/or the puerperium","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4317960","95619009","Neonatal respiratory failure","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","434271","58750007","Plague","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","258333","2523007","Salmonella pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","253235","59475000","Pneumonia in pertussis","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","46269954","1092951000119106","Pneumonia due to Bordetella parapertussis","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","4112820","195889001","Legionella pneumonia","Condition","SNOMED","S","true","true","false"
"10","respiratory disease","260041","3487004","Candidiasis of lung","Condition","SNOMED","S","true","true","false"
